,ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,D_min,D_max,D_std,M_MOROSO,MONTO,SEGURO,FUGA,D_Marzo2,D_Abril2,D_Mayo2,D_Junio2,D_Julio2,D_Agosto2,D_Septiembre2,VM_AbrilMarzo,VM_MayoAbril,VM_JunioMayo,VM_JulioJunio,VM_AgostoJulio,VM_SeptiembreAgosto,logVM_AbrilMarzo,Monto_Total_Deuda,logMTD,Frecuencia
647,648,1,253793,49,14,1,12,13,0,4120,0,0,286,0,0,286.0,4120.0,1542,1,1300000,NO,NO FUGA,1,4121,1,1,287,1,1,4121.0,0.0002426595486532395,1.0,287.0,0.003484320557491289,1.0,8.324093761450404,4406,8.390949464841986,2
648,649,0,42292,40,18,2,43,70,0,182905,0,85644,220,0,1950,220.0,182905.0,71090,1,2400000,SI,NO FUGA,1,182906,1,85645,221,1,1951,182906.0,5.46728920866456e-06,85645.0,0.002580419172164166,0.004524886877828055,1951.0,12.116733105926526,270719,12.508840355399995,4
649,650,0,430043,40,14,1,46,29,0,345206,0,0,34,0,0,34.0,345206.0,130473,2,1700000,NO,NO FUGA,1,345207,1,1,35,1,1,345207.0,2.896812637055448e-06,1.0,35.0,0.02857142857142857,1.0,12.751902412893905,345240,12.751998002865141,2
650,651,0,251356,52,18,1,10,5,0,292956,0,0,11,7028,0,11.0,292956.0,110314,1,2300000,NO,NO FUGA,1,292957,1,1,12,7029,1,292957.0,3.413470236246275e-06,1.0,12.0,585.75,0.0001422677479015507,12.587784533014473,299995,12.611524420216115,3
651,652,1,903611,27,14,2,28,90,0,1094088,0,0,41,0,0,41.0,1094088.0,413523,1,4400000,NO,NO FUGA,1,1094089,1,1,42,1,1,1094089.0,9.140024257624379e-07,1.0,42.0,0.023809523809523808,1.0,13.905433525490748,1094129,13.905470084886058,2
652,653,1,3056629,36,14,2,84,88,0,100442,0,0,1234,0,0,1234.0,100442.0,37888,1,3100000,NO,NO FUGA,1,100443,1,1,1235,1,1,100443.0,9.95589538345131e-06,1.0,1235.0,0.0008097165991902834,1.0,11.517355637249544,101676,11.529556401100773,2
653,654,1,4804116,44,18,1,102,90,731599,0,0,88760,261,8629,6,6.0,731599.0,272320,1,3200000,NO,FUGA,731600,1,1,88761,262,8630,7,1.3668671405139421e-06,1.0,88761.0,0.0029517468257455413,32.93893129770992,0.0008111239860950173,1.366866206422166e-06,829255,13.628284192236846,5
654,655,0,360509,53,12,4,122,89,0,23108,0,1059056,236,31088,1712,236.0,1059056.0,396954,2,2100000,NO,FUGA,1,23109,1,1059057,237,31089,1713,23109.0,4.3273183608118046e-05,1059057.0,0.00022378398896376683,131.1772151898734,0.05509987455370067,10.048020703268426,1115200,13.924545215688138,5
655,656,1,442128,28,18,1,44,173,0,2014953,0,0,8,0,0,8.0,2014953.0,761580,1,2400000,NO,NO FUGA,1,2014954,1,1,9,1,1,2014954.0,4.962892453127962e-07,1.0,9.0,0.1111111111111111,1.0,14.516107420607343,2014961,14.516110894624301,2
656,657,0,48660,50,18,1,31,119,0,407638,0,0,890,0,0,890.0,407638.0,154016,2,2300000,NO,FUGA,1,407639,1,1,891,1,1,407639.0,2.4531509497373904e-06,1.0,891.0,0.001122334455667789,1.0,12.91813971094263,408528,12.92031818219449,2
657,658,1,135840,45,18,1,16,89,0,108250,0,0,0,0,98,98.0,108250.0,40908,1,3500000,SI,FUGA,1,108251,1,1,1,1,99,108251.0,9.237789951132092e-06,1.0,1.0,1.0,99.0,11.592217121444639,108348,11.593112777572584,2
658,659,0,659449,47,18,1,138,1,1181636,8828,0,29247,2065,0,79,79.0,1181636.0,444208,1,1800000,NO,FUGA,1181637,8829,1,29248,2066,1,80,0.0074718377979024015,0.00011326311020500623,29248.0,0.07063730853391685,0.000484027105517909,80.0,0.007444061890107709,1221855,14.015881572162844,5
659,660,1,59943,49,12,2,49,84,0,35942,5571313,1723238,0,0,3062,3062.0,5571313.0,2094730,0,4000000,SI,NO FUGA,1,35943,5571314,1723239,1,1,3063,35943.0,155.00414545252204,0.309305668285794,5.803025581477671e-07,1.0,3063.0,10.489717450749996,7333555,15.807971085829879,4
660,661,0,17602,50,12,1,85,88,1255140,454098,0,0,1604,0,0,1604.0,1255140.0,476697,2,8000000,NO,FUGA,1255141,454099,1,1,1605,1,1,0.3617912250496159,2.202162964463696e-06,1.0,1605.0,0.0006230529595015577,1.0,0.30880091040491736,1710842,14.352496789459053,3
661,662,1,548999,30,14,2,90,88,0,0,0,0,41,4656,281,41.0,4656.0,1742,1,5500000,NO,NO FUGA,1,1,1,1,42,4657,282,1.0,1.0,1.0,42.0,110.88095238095238,0.06055400472407129,0.6931471805599453,4978,8.512984346642183,3
662,663,1,152380,33,14,1,60,291,0,73081,0,0,803,0,367,367.0,73081.0,27549,1,900000,NO,NO FUGA,1,73082,1,1,804,1,368,73082.0,1.3683259899838537e-05,1.0,804.0,0.0012437810945273632,368.0,11.199351060552498,74251,11.215219992329114,3
663,664,1,35604,54,12,2,90,87,0,109057,0,0,0,0,1297,1297.0,109057.0,41140,0,8000000,SI,NO FUGA,1,109058,1,1,1,1,1298,109058.0,9.169432778888298e-06,1.0,1.0,1.0,1298.0,11.59964429917339,110354,11.611457721034474,2
664,665,0,337822,29,18,2,101,87,0,1207594,0,5680,0,10933,0,5680.0,1207594.0,455400,1,2600000,NO,FUGA,1,1207595,1,5681,1,10934,1,1207595.0,8.280921997855241e-07,5681.0,0.0001760253476500616,10934.0,9.145783793671118e-05,14.004142164454251,1224207,14.017804662257676,3
665,666,0,732940,54,14,1,27,226,0,492820,0,0,0,1088,0,1088.0,492820.0,186200,1,3500000,SI,FUGA,1,492821,1,1,1,1089,1,492821.0,2.0291343104291415e-06,1.0,1.0,1089.0,0.0009182736455463728,13.107903333062128,493908,13.110106568674901,2
666,667,1,877998,54,14,1,27,226,0,1069903,0,8241,475,27270,23157,475.0,1069903.0,400818,1,5500000,NO,NO FUGA,1,1069904,1,8242,476,27271,23158,1069904.0,9.346632968939269e-07,8242.0,0.057752972579471006,57.29201680672269,0.849180448095046,13.883080417449735,1129046,13.936884472026154,5
667,668,1,14565,49,14,2,15,88,0,0,0,0,562,0,1870,562.0,1870.0,703,1,8000000,SI,NO FUGA,1,1,1,1,563,1,1871,1.0,1.0,1.0,563.0,0.0017761989342806395,1871.0,0.6931471805599453,2432,7.796880342783522,2
668,669,0,24181,51,18,4,55,90,2641613,1245418,10976183,265503,3005,26898,8358,3005.0,10976183.0,4004468,2,7100000,NO,FUGA,2641614,1245419,10976184,265504,3006,26899,8359,0.4714613868642428,8.81324598388173,0.024189098870791525,0.011321863324093046,8.948436460412509,0.3107550466560095,0.3862560476839944,15166978,16.534631188447623,7
669,670,0,24885,49,12,1,55,90,1216244,1135491,0,0,364,1278,1726,364.0,1216244.0,573909,1,2300000,NO,FUGA,1216245,1135492,1,1,365,1279,1727,0.9336046602452631,8.806755133457567e-07,1.0,365.0,3.504109589041096,1.3502736512900704,0.6593859605434867,2355103,14.672095445816382,5
670,671,1,338401,51,14,1,78,182,0,131600,0,0,0,0,3784,3784.0,131600.0,49521,0,3800000,NO,NO FUGA,1,131601,1,1,1,1,3785,131601.0,7.598726453446402e-06,1.0,1.0,1.0,3785.0,11.78753749532626,135384,11.815877850457854,2
671,672,0,1283867,40,18,3,128,88,0,293181,0,0,36,0,0,36.0,293181.0,110809,2,8000000,NO,NO FUGA,1,293182,1,1,37,1,1,293182.0,3.4108505979221098e-06,1.0,37.0,0.02702702702702703,1.0,12.588552266413267,293217,12.58867163865186,2
672,673,0,207850,43,14,2,67,193,0,727134,0,0,0,0,17403,17403.0,727134.0,273811,0,5600000,NO,NO FUGA,1,727135,1,1,1,1,17404,727135.0,1.3752604399458147e-06,1.0,1.0,1.0,17404.0,13.496868809171524,744537,13.520519170770747,2
673,674,0,21495,40,18,1,52,89,0,933,0,363526,594,0,128,128.0,363526.0,137296,2,1300000,NO,FUGA,1,934,1,363527,595,1,129,934.0,0.0010706638115631692,363527.0,0.0016367422502317572,0.0016806722689075631,129.0,6.840546529288687,365181,12.808151138426918,4
674,675,1,3321995,36,14,4,69,89,1104460,100894,0,0,589,0,0,589.0,1104460.0,412766,1,1500000,NO,NO FUGA,1104461,100895,1,1,590,1,1,0.09135225236563356,9.911293919421181e-06,1.0,590.0,0.001694915254237288,1.0,0.08741752583518422,1205943,14.002773220696957,3
675,676,1,1170936,35,14,4,90,99,0,341237,0,0,217,0,0,217.0,341237.0,128961,1,8000000,NO,NO FUGA,1,341238,1,1,218,1,1,341238.0,2.9305059811627075e-06,1.0,218.0,0.0045871559633027525,1.0,12.740338390529532,341454,12.740971177714442,2
676,677,0,1594955,42,12,1,49,106,0,0,0,121502,485,3710,3578,485.0,121502.0,45464,1,3300000,NO,FUGA,1,1,1,121503,486,3711,3579,1.0,1.0,121503.0,0.003999901237006494,7.635802469135802,0.9644300727566694,0.6931471805599453,129275,11.769704932682194,4
677,678,0,414074,44,18,1,10,5,0,216707,0,0,11,0,0,11.0,216707.0,81906,1,1800000,NO,NO FUGA,1,216708,1,1,12,1,1,216708.0,4.614504309947025e-06,1.0,12.0,0.08333333333333333,1.0,12.286310718734006,216718,12.286356862499531,2
678,679,0,951209,48,12,3,117,88,0,179708,0,0,3015,0,110,110.0,179708.0,67735,2,500000,SI,FUGA,1,179709,1,1,3016,1,111,179709.0,5.564551580610876e-06,1.0,3016.0,0.0003315649867374005,111.0,12.099099719526068,182833,12.116333916330777,3
679,680,0,437275,31,14,2,92,93,658892,5646,0,405260,597,0,411,411.0,658892.0,269135,1,900000,SI,FUGA,658893,5647,1,405261,598,1,412,0.008570435563892772,0.00017708517797060386,405261.0,0.0014755922726341789,0.0016722408026755853,412.0,0.00853391788097437,1070806,13.88392312777544,5
680,681,0,78491,54,14,1,25,106,0,337814,0,510087,667,0,119,119.0,510087.0,212685,1,1000000,NO,FUGA,1,337815,1,510088,668,1,120,337815.0,2.960200109527404e-06,510088.0,0.0013095779551763618,0.0014970059880239522,120.0,12.73025664753905,848687,13.65144690658598,4
681,682,1,5588459,39,14,4,31,119,0,288192,0,54502,2080,0,205,205.0,288192.0,107259,1,2700000,NO,NO FUGA,1,288193,1,54503,2081,1,206,288193.0,3.469896909362823e-06,54503.0,0.038181384510944355,0.0004805382027871216,206.0,12.571389143455063,344979,12.75124172331862,4
682,683,0,55306,52,18,1,49,104,0,788,0,419487,2414,0,1068,788.0,419487.0,158284,3,1900000,NO,FUGA,1,789,1,419488,2415,1,1069,789.0,0.0012674271229404308,419488.0,0.0057570180791822415,0.00041407867494824016,1069.0,6.672032945461067,423757,12.956917816554638,4
683,684,1,370159,35,14,4,27,126,0,463815,11870618,465189,1934,11886,11312,1934.0,11870618.0,4431836,1,4400000,NO,NO FUGA,1,463816,11870619,465190,1935,11887,11313,463816.0,25.59337970229574,0.03918835235129693,0.004159590704873277,6.1431524547803615,0.9517119542357197,13.047245356861893,12824754,16.366887845524797,6
684,685,0,605690,54,12,1,25,90,0,253935,0,89453,0,7867,14,14.0,253935.0,95672,1,5200000,NO,FUGA,1,253936,1,89454,1,7868,15,253936.0,3.938000126016004e-06,89454.0,1.1178929952824916e-05,7868.0,0.0019064565327910523,12.444841483739712,351269,12.76931043751088,4
685,686,0,57000,44,18,1,90,93,9088,47141,0,182323,1978,0,493,493.0,182323.0,67394,3,1400000,NO,FUGA,9089,47142,1,182324,1979,1,494,5.186709208933876,2.121250689406474e-05,182324.0,0.01085430332814111,0.0005053057099545225,494.0,1.8224033151103554,241023,12.39265179257677,5
686,687,1,192875,55,12,2,122,85,0,0,0,0,81,0,194,81.0,194.0,74,1,6500000,SI,NO FUGA,1,1,1,1,82,1,195,1.0,1.0,1.0,82.0,0.012195121951219513,195.0,0.6931471805599453,275,5.62040086571715,2
687,688,1,42202,54,12,1,59,90,0,836628,0,0,14,2813,0,14.0,836628.0,316039,1,8000000,NO,NO FUGA,1,836629,1,1,15,2814,1,836629.0,1.1952729345982508e-06,1.0,15.0,187.6,0.00035536602700781805,13.637137196778331,839455,13.64050934197608,3
688,689,0,3485500,41,18,1,55,90,12534,158489,0,395551,516,0,196,196.0,395551.0,150423,1,2000000,NO,FUGA,12535,158490,1,395552,517,1,197,12.643797367371361,6.309546343617894e-06,395552.0,0.0013070342205323193,0.0019342359767891683,197.0,2.6132850130368053,567286,13.248620627487137,5
689,690,0,1017402,47,18,1,138,1,0,392116,632720,0,0,0,0,392116.0,632720.0,259502,1,5200000,NO,FUGA,1,392117,632721,1,1,1,1,392117.0,1.613602572701515,1.580475438621446e-06,1.0,1.0,1.0,12.87931809388321,1024836,13.840044133518683,2
690,691,0,221041,30,14,2,90,226,0,3703,0,0,37,0,0,37.0,3703.0,1397,1,2000000,NO,NO FUGA,1,3704,1,1,38,1,1,3704.0,0.0002699784017278618,1.0,38.0,0.02631578947368421,1.0,8.217438537730187,3740,8.227108234348146,2
691,692,1,364106,55,18,1,27,226,0,1167,0,267951,116,0,99,99.0,267951.0,101189,1,2000000,NO,FUGA,1,1168,1,267952,117,1,100,1168.0,0.0008561643835616438,267952.0,0.00043664536931987816,0.008547008547008548,100.0,7.063903961472068,269333,12.503707524079584,4
692,693,0,350730,45,18,1,90,80,0,93802,0,0,373,5266,2,2.0,93802.0,35152,1,1900000,NO,NO FUGA,1,93803,1,1,374,5267,3,93803.0,1.0660639851603894e-05,1.0,374.0,14.082887700534759,0.000569584203531422,11.448962778008331,99443,11.507349950637042,4
693,694,0,270899,42,14,1,27,226,2853553,352220,0,0,3100,0,1076,1076.0,2853553.0,1064179,1,7000000,NO,FUGA,2853554,352221,1,1,3101,1,1077,0.12343239342938665,2.8391265711016664e-06,1.0,3101.0,0.0003224766204450177,1077.0,0.11638863586994336,3209949,14.9817659186609,4
694,695,0,643976,43,12,1,47,67,0,482343,0,0,71,0,9,9.0,482343.0,182303,2,3700000,SI,NO FUGA,1,482344,1,1,72,1,10,482344.0,2.0732091619259286e-06,1.0,72.0,0.013888888888888888,10.0,13.086414904628107,482423,13.086578674401341,3
695,696,1,89381,50,14,1,54,89,0,10098,0,0,2149,0,742,742.0,10098.0,3720,3,1900000,NO,NO FUGA,1,10099,1,1,2150,1,743,10099.0,9.901970492127933e-05,1.0,2150.0,0.00046511627906976747,743.0,9.22029070282935,12989,9.471935109664646,3
696,697,1,155679,48,12,1,21,502,0,0,0,39947,0,0,15,15.0,39947.0,15097,0,2000000,NO,NO FUGA,1,1,1,39948,1,1,16,1.0,1.0,39948.0,2.5032542304996496e-05,1.0,16.0,0.6931471805599453,39962,10.595709305019572,2
697,698,0,945731,42,14,1,45,89,0,208847,0,0,743,23911,129,129.0,208847.0,77880,1,5800000,NO,FUGA,1,208848,1,1,744,23912,130,208848.0,4.788171301616487e-06,1.0,744.0,32.13978494623656,0.005436600869856139,12.24936678178841,233630,12.361498226611069,4
698,699,1,6114405,31,14,2,79,148,0,0,0,0,0,733,83,83.0,733.0,273,0,2900000,SI,NO FUGA,1,1,1,1,1,734,84,1.0,1.0,1.0,1.0,734.0,0.11444141689373297,0.6931471805599453,816,6.705639094860003,2
699,700,1,730652,41,12,2,102,90,0,93684,0,888793,269,0,127,127.0,888793.0,331844,1,3200000,SI,NO FUGA,1,93685,1,888794,270,1,128,93685.0,1.0674067353365e-05,888794.0,0.0003037824287742717,0.003703703703703704,128.0,11.447704044042998,982873,13.798236211869924,4
700,701,1,693081,44,14,1,90,5,0,0,0,0,4,17081,0,4.0,17081.0,6455,1,2800000,NO,NO FUGA,1,1,1,1,5,17082,1,1.0,1.0,1.0,5.0,3416.4,5.854115443156539e-05,0.6931471805599453,17085,9.746014693711563,2
701,702,0,429894,46,12,2,138,1,763874,5212,0,241828,247,0,194,194.0,763874.0,287486,1,500000,SI,FUGA,763875,5213,1,241829,248,1,195,0.006824414989363443,0.0001918281220026856,241829.0,0.001025518031336192,0.004032258064516129,195.0,0.006801234073755016,1011355,13.826802562627904,5
702,703,1,38019,43,12,2,11,11,0,98699,0,0,0,0,2262,2262.0,98699.0,37171,0,6100000,SI,NO FUGA,1,98700,1,1,1,1,2263,98700.0,1.0131712259371834e-05,1.0,1.0,1.0,2263.0,11.499850357082506,100961,11.522499487404502,2
703,704,1,859951,45,18,1,24,85,657794,698,0,162006,437,0,286,286.0,657794.0,245830,2,3100000,SI,FUGA,657795,699,1,162007,438,1,287,0.0010626410963902127,0.001430615164520744,162007.0,0.0027035868820483064,0.00228310502283105,287.0,0.00106207689300221,821221,13.61854875383139,5
704,705,0,4150,45,18,1,54,80,0,59253,0,0,486,5222,0,486.0,59253.0,22119,1,3800000,NO,FUGA,1,59254,1,1,487,5223,1,59254.0,1.687649778917879e-05,1.0,487.0,10.724845995893224,0.00019146084625694046,10.98960544362255,64961,11.081557762538953,3
705,706,1,1058275,39,14,1,48,89,0,953023,0,0,0,21056,0,21056.0,953023.0,358968,0,4000000,NO,NO FUGA,1,953024,1,1,1,21057,1,953024.0,1.0492915183667987e-06,1.0,1.0,21057.0,4.749014579474759e-05,13.767396415240844,974079,13.789248714775349,2
706,707,0,652605,28,18,2,66,253,0,530671,0,254228,0,0,146,146.0,530671.0,207445,0,3200000,NO,NO FUGA,1,530672,1,254229,1,1,147,530672.0,1.884403171827419e-06,254229.0,3.933461564180325e-06,1.0,147.0,13.181901291320505,785045,13.573497593773823,3
707,708,0,646229,54,14,1,27,226,0,608452,0,0,0,26381,21,21.0,608452.0,228521,1,3100000,NO,FUGA,1,608453,1,1,1,26382,22,608453.0,1.643512317303062e-06,1.0,1.0,26382.0,0.0008339019028125237,13.31867659282502,634854,13.361151905343114,3
708,709,0,713424,43,12,1,82,85,393553,22484,0,67233,182,0,71,71.0,393553.0,145207,1,8000000,SI,FUGA,393554,22485,1,67234,183,1,72,0.05713320154286324,4.4474093840338e-05,67234.0,0.0027218371657197252,0.00546448087431694,72.0,0.05556071743742852,483523,13.0888562306994,5
709,710,0,481288,39,14,1,57,93,0,206523,0,599593,203,0,625,203.0,599593.0,226987,1,1500000,NO,NO FUGA,1,206524,1,599594,204,1,626,206524.0,4.8420522554279404e-06,599594.0,0.00034023022245052487,0.004901960784313725,626.0,12.238176749430705,806944,13.601010791274005,4
710,711,1,455464,54,18,4,16,89,0,545721,0,0,17,0,0,17.0,545721.0,206262,1,1300000,SI,NO FUGA,1,545722,1,1,18,1,1,545722.0,1.8324348294552904e-06,1.0,18.0,0.05555555555555555,1.0,13.209866799986335,545738,13.209896118460092,2
711,712,0,36948,49,18,1,49,90,105279,1356,0,510823,1400,0,402,402.0,510823.0,190282,1,1700000,SI,FUGA,105280,1357,1,510824,1401,1,403,0.012889437689969604,0.0007369196757553427,510824.0,0.0027426275977636134,0.0007137758743754461,403.0,0.01280707586472477,619260,13.336282110617335,5
712,713,0,237944,29,15,1,76,104,45468,30231,0,580777,557,0,456,456.0,580777.0,215455,1,2900000,NO,NO FUGA,45469,30232,1,580778,558,1,457,0.6648925641645956,3.307753373908441e-05,580778.0,0.0009607801948420911,0.0017921146953405018,457.0,0.5097605953232436,657489,13.39618483379292,5
713,714,1,1983371,31,12,2,48,82,0,71136,0,0,1,0,0,1.0,71136.0,26886,1,1900000,NO,NO FUGA,1,71137,1,1,2,1,1,71137.0,1.4057382234280332e-05,1.0,2.0,0.5,1.0,11.172376931528394,71137,11.172376931528394,2
714,715,0,6420819,43,18,1,17,118,0,158540,0,535503,0,0,125,125.0,535503.0,201270,1,2400000,NO,FUGA,1,158541,1,535504,1,1,126,158541.0,6.307516667612794e-06,535504.0,1.8673996832890137e-06,1.0,126.0,11.973774821424483,694168,13.450470725693913,3
715,716,0,4087490,45,18,1,31,119,0,274655,0,66389,0,0,126,126.0,274655.0,102644,1,3300000,NO,FUGA,1,274656,1,66390,1,1,127,274656.0,3.6409180939065595e-06,66390.0,1.5062509414068383e-05,1.0,127.0,12.523278325429413,341170,12.74013909684912,3
716,717,1,2315744,30,12,4,76,80,0,19178,0,65512,14,0,19,14.0,65512.0,24610,1,1900000,NO,NO FUGA,1,19179,1,65513,15,1,20,19179.0,5.214036185411127e-05,65513.0,0.0002289621907102407,0.06666666666666667,20.0,9.86162334843743,84723,11.347154193513889,4
717,718,0,1091996,37,18,2,14,22,1267283,1120628,0,0,439,27303,13,13.0,1267283.0,581510,1,4500000,NO,NO FUGA,1267284,1120629,1,1,440,27304,14,0.8842761369984944,8.923559893595472e-07,1.0,440.0,62.054545454545455,0.0005127453852915324,0.6335437349460165,2415666,14.697485997411432,5
718,719,1,6258526,36,14,4,96,88,0,291716,0,0,2366,0,116,116.0,291716.0,110105,1,4400000,NO,NO FUGA,1,291717,1,1,2367,1,117,291717.0,3.4279798571903594e-06,1.0,2367.0,0.0004224757076468103,117.0,12.583542861185459,294198,12.59201168809543,3
719,720,0,15595,40,12,1,41,119,0,93979,0,59006,176,0,53,53.0,93979.0,38644,1,3500000,NO,NO FUGA,1,93980,1,59007,177,1,54,93980.0,1.0640561821664184e-05,59007.0,0.002999644110020845,0.005649717514124294,54.0,11.450847913162018,153214,11.93959744272279,4
720,721,1,5511066,36,12,4,40,88,0,1347428,0,73707,32,0,0,32.0,1347428.0,505381,1,8000000,NO,NO FUGA,1,1347429,1,73708,33,1,1,1347429.0,7.421541320544533e-07,73708.0,0.0004477125956476909,0.030303030303030304,1.0,14.113709632363994,1421167,14.16698962669201,3
721,722,1,25975,42,14,2,60,291,606920,796261,0,0,1626,0,21582,1626.0,796261.0,344527,1,4200000,SI,NO FUGA,606921,796262,1,1,1627,1,21583,1.3119697621271962,1.2558680434329405e-06,1.0,1627.0,0.0006146281499692685,21583.0,0.8380998720598971,1426389,14.170657334850295,4
722,723,1,28572,28,15,2,132,99,0,85576,0,0,230,0,0,230.0,85576.0,32330,3,1200000,NO,NO FUGA,1,85577,1,1,231,1,1,85577.0,1.168538275471213e-05,1.0,231.0,0.004329004329004329,1.0,11.357183519751477,85806,11.359855867229758,2
723,724,1,4538557,27,15,2,52,88,0,70246,0,275500,0,0,59,59.0,275500.0,103079,0,8000000,NO,NO FUGA,1,70247,1,275501,1,1,60,70247.0,1.4235483365837687e-05,275501.0,3.6297508901964057e-06,1.0,60.0,11.159787117039832,345805,12.753633203150782,3
724,725,0,960901,52,18,2,138,1,0,0,0,0,0,0,0,59.0,275500.0,0,1,5000000,NO,FUGA,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.6931471805599453,0,0.0,0
725,726,0,68274,47,12,1,55,90,0,41022,0,952945,4311,40173,2266,2266.0,952945.0,355128,2,3000000,NO,FUGA,1,41023,1,952946,4312,40174,2267,41023.0,2.4376569241644932e-05,952946.0,0.004524915367712336,9.316790352504638,0.05642953153781052,10.621912540280341,1040717,13.855421417527111,5
726,727,0,872727,38,14,1,18,99,0,184647,0,0,2052,0,1041,1041.0,184647.0,69599,2,1200000,SI,NO FUGA,1,184648,1,1,2053,1,1042,184648.0,5.4157098912525455e-06,1.0,2053.0,0.0004870920603994155,1042.0,12.126212004614812,187740,12.14281863239219,3
727,728,0,390098,53,14,2,90,88,0,0,0,0,50,22571,922,50.0,22571.0,8476,1,8000000,NO,NO FUGA,1,1,1,1,51,22572,923,1.0,1.0,1.0,51.0,442.5882352941176,0.04089136983873826,0.6931471805599453,23543,10.066626289913309,3
728,729,1,61058,40,14,2,52,131,0,116612,0,31378,0,2525,0,2525.0,116612.0,43498,0,2200000,NO,NO FUGA,1,116613,1,31379,1,2526,1,116613.0,8.575373243120406e-06,31379.0,3.186844705057522e-05,2526.0,0.000395882818685669,11.666624614301504,150515,11.921824669812676,3
729,730,1,190625,48,12,1,138,1,482390,399744,0,0,1406,0,0,1406.0,482390.0,216401,1,1900000,NO,FUGA,482391,399745,1,1,1407,1,1,0.8286742497268813,2.5015947666637483e-06,1.0,1407.0,0.0007107320540156361,1.0,0.6035912506087813,883540,13.691692976003575,3
730,731,0,1097637,43,18,1,48,105,0,99844,0,88408,4162,516,505,505.0,99844.0,45565,3,1500000,NO,FUGA,1,99845,1,88409,4163,517,506,99845.0,1.001552406229656e-05,88409.0,0.04708796615729168,0.12418928657218352,0.9787234042553191,11.511384277951398,193435,12.172701987388336,5
731,732,1,239849,42,14,2,27,226,706124,241525,0,67661,753,0,2051,753.0,706124.0,262503,2,5600000,SI,FUGA,706125,241526,1,67662,754,1,2052,0.3420442556204638,4.140340998484635e-06,67662.0,0.011143625668765334,0.001326259946949602,2052.0,0.2941940153682405,1018114,13.833463436313538,5
732,733,0,751995,45,18,1,30,94,0,69309,0,17067,178,0,0,178.0,69309.0,25899,2,4000000,NO,FUGA,1,69310,1,17068,179,1,1,69310.0,1.4427932477276007e-05,17068.0,0.010487461917037732,0.00558659217877095,1.0,11.146358902740426,86554,11.36853532901083,3
733,734,0,14777,40,18,1,55,90,0,496450,356892,0,1,0,2064,1.0,496450.0,211859,1,8000000,NO,FUGA,1,496451,356893,1,2,1,2065,496451.0,0.7188886717923824,2.801960251391874e-06,2.0,0.5,2065.0,13.115242081056707,855407,13.65933382708099,4
734,735,0,3934515,40,15,1,76,98,0,5986,583734,33859,10,0,676,10.0,583734.0,218424,1,3700000,SI,FUGA,1,5987,583735,33860,11,1,677,5987.0,97.50041757140471,0.05800577316761887,0.00032486709982279977,0.09090909090909091,677.0,8.69751274553952,624265,13.344331838570465,5
735,736,1,500311,50,18,2,138,1,0,438325,0,117538,439,0,0,439.0,438325.0,164181,1,4700000,NO,FUGA,1,438326,1,117539,440,1,1,438326.0,2.2814069893184523e-06,117539.0,0.0037434383481227507,0.0022727272727272726,1.0,12.990720486152307,556302,13.229068388822528,3
736,737,1,824557,39,18,1,32,116,748526,328077,0,138104,216,0,1,1.0,748526.0,281701,1,3700000,NO,NO FUGA,748527,328078,1,138105,217,1,2,0.43829815090170426,3.048055645303861e-06,138105.0,0.0015712682379349046,0.004608294930875576,2.0,0.36346057501310297,1214924,14.010192904456447,5
737,738,1,1396099,42,14,1,24,88,0,760742,0,0,143,1863,1,1.0,760742.0,287407,2,8000000,NO,NO FUGA,1,760743,1,1,144,1864,2,760743.0,1.3145043726987959e-06,1.0,144.0,12.944444444444445,0.001072961373390558,13.542052180774451,762749,13.544685602578916,4
738,739,0,529158,54,18,1,27,226,0,729385,0,56759,726,28812,20427,726.0,729385.0,269754,1,5500000,NO,NO FUGA,1,729386,1,56760,727,28813,20428,729386.0,1.3710161697647062e-06,56760.0,0.01280831571529246,39.63273727647868,0.7089855273661194,13.499959734329776,836109,13.636515462358457,5
739,740,1,7801,45,14,2,37,93,0,170752,0,152234,95,0,166,95.0,170752.0,78956,1,3600000,SI,NO FUGA,1,170753,1,152235,96,1,167,170753.0,5.85641247884371e-06,152235.0,0.0006306040003941275,0.010416666666666666,167.0,12.047979203220144,323247,12.686175109453323,4
740,741,0,242163,45,18,2,90,119,347876,132295,0,90838,258,0,59,59.0,347876.0,129190,2,1200000,NO,FUGA,347877,132296,1,90839,259,1,60,0.38029533427044615,7.558807522525246e-06,90839.0,0.002851198273869153,0.003861003861003861,60.0,0.3222974866130701,571326,13.255717004229448,5
741,742,0,1006584,37,14,1,124,253,591119,224339,0,0,104,20378,3085,104.0,591119.0,223460,1,5700000,NO,NO FUGA,591120,224340,1,1,105,20379,3086,0.37951684937068614,4.45751983596327e-06,1.0,105.0,194.0857142857143,0.15143039403307326,0.32173332871491883,839025,13.639996974242129,5
742,743,1,337607,36,12,1,101,87,0,471220,0,0,356,0,321,321.0,471220.0,178061,1,1500000,NO,NO FUGA,1,471221,1,1,357,1,322,471221.0,2.1221465087506712e-06,1.0,357.0,0.0028011204481792717,322.0,13.063084599533507,471897,13.064518139519441,3
